Libertex platform

Conto:	2902148352	Nome:	 	Valute:	EUR	Data del rapporto:	16.06.2020 14:11:33

Strumento	Numero operazione	Direzione	Data di apertura	Prezzo aper.	Data di chiusura	Prezzo chiusura	Importo (€)	Moltiplicatore	Ricevuto (€)	Profitto (€)
GBP/USD	GBPUSD-17703933	Vendi	20/5/2020 12:55	1.2254	20/5/2020 19:12	1.2229	50	x50	54.93	4.93
GBP/USD	GBPUSD-17703970	Vendi	20/5/2020 12:57	1.22571	20/5/2020 17:22	1.22351	50	x50	54.32	4.32
GBP/USD	GBPUSD-17695536	Vendi	20/5/2020 9:00	1.22456	20/5/2020 16:11	1.22406	6050	x50	6143.8	93.8
GBP/USD	GBPUSD-17697626	Vendi	20/5/2020 13:14	1.2273	20/5/2020 15:58	1.22524	50	x50	54.01	4.01
GBP/USD	GBPUSD-17697600	Vendi	20/5/2020 13:14	1.2275	20/5/2020 15:58	1.22514	50	x600	105.72	55.72
GBP/USD	GBPUSD-17700645	Vendi	20/5/2020 11:25	1.22585	20/5/2020 12:52	1.22517	50	x50	51.18	1.18
GBP/USD	GBPUSD-17696827	Compra	20/5/2020 12:42	1.22432	20/5/2020 12:52	1.22517	50	x50	51.51	1.51
GBP/USD	GBPUSD-17703804	Compra	20/5/2020 12:49	1.2248	20/5/2020 12:50	1.22497	6050	x50	6065.06	15.06
GBP/USD	GBPUSD-17699567	Vendi	20/5/2020 10:55	1.22587	20/5/2020 11:22	1.22571	6000	x50	6014.68	14.68
GBP/USD	GBPUSD-17698844	Vendi	20/5/2020 10:59	1.2267	20/5/2020 11:21	1.22556	6050	x600	9156.62	3106.62
GBP/USD	GBPUSD-17697750	Compra	20/5/2020 10:03	1.22673	20/5/2020 11:01	1.22698	6050	x20	6063.85	13.85
GBP/USD	GBPUSD-17696901	Compra	20/5/2020 10:48	1.22459	20/5/2020 10:55	1.22596	50	x50	52.67	2.67
GBP/USD	GBPUSD-17698947	Compra	20/5/2020 10:34	1.22562	20/5/2020 10:51	1.22545	6050	x50	5983.84	-66.16
GBP/USD	GBPUSD-17699149	Compra	20/5/2020 10:41	1.22499	20/5/2020 10:50	1.22528	6000	x50	6046.53	46.53
GBP/USD	GBPUSD-17696742	Vendi	20/5/2020 9:43	1.22526	20/5/2020 10:41	1.22497	6050	x50	6096.9	46.9
GBP/USD	GBPUSD-17698145	Vendi	20/5/2020 10:13	1.22532	20/5/2020 10:40	1.22507	6050	x50	6087.62	37.62
GBP/USD	GBPUSD-17698953	Vendi	20/5/2020 10:34	1.22556	20/5/2020 10:40	1.22537	6050	x50	6071.98	21.98
GBP/USD	GBPUSD-17696711	Vendi	20/5/2020 9:56	1.226	20/5/2020 10:34	1.22543	50	x100	51.79	1.79
GBP/USD	GBPUSD-17698565	Vendi	20/5/2020 10:24	1.22656	20/5/2020 10:30	1.22577	50	x100	52.89	2.89
GBP/USD	GBPUSD-17698031	Compra	20/5/2020 10:10	1.22653	20/5/2020 10:24	1.22673	6050	x50	6072.31	22.31
GBP/USD	GBPUSD-17698123	Compra	20/5/2020 10:13	1.22564	20/5/2020 10:20	1.22635	50	x50	51.22	1.22
GBP/USD	GBPUSD-17698009	Vendi	20/5/2020 10:10	1.22638	20/5/2020 10:12	1.22569	50	x50	51.18	1.18
GBP/USD	GBPUSD-17697946	Vendi	20/5/2020 10:08	1.22636	20/5/2020 10:12	1.22602	6050	x20	6072.71	22.71
GBP/USD	GBPUSD-17697536	Compra	20/5/2020 9:59	1.22696	20/5/2020 10:08	1.22632	550	x50	533.16	-16.84
GBP/USD	GBPUSD-17696694	Vendi	20/5/2020 9:58	1.22694	20/5/2020 10:00	1.22657	6050	x600	6879.62	829.62
GBP/USD	GBPUSD-17696675	Compra	20/5/2020 9:34	1.22466	20/5/2020 9:40	1.22495	6050	x50	6094.78	44.78
GBP/USD	GBPUSD-17696832	Vendi	20/5/2020 9:38	1.22435	20/5/2020 9:38	-	6000	x50	-	-
GBP/USD	GBPUSD-17695558	Compra	20/5/2020 9:01	1.2241	20/5/2020 9:32	1.2247	50	x50	51.06	1.06
GBP/USD	GBPUSD-17694026	Compra	20/5/2020 8:15	1.22375	20/5/2020 8:59	1.22446	50	x50	51.22	1.22
GBP/USD	GBPUSD-17619857	Vendi	18/5/2020 12:18	1.223	20/5/2020 8:07	1.22242	250	x50	254.63	4.63
GBP/USD	GBPUSD-17619974	Vendi	18/5/2020 12:20	1.22394	20/5/2020 8:07	1.22243	550	x50	580.54	30.54
GBP/USD	GBPUSD-17665883	Vendi	19/5/2020 13:17	1.22316	20/5/2020 8:06	1.22248	6000	x50	6129.17	129.17
GBP/USD	GBPUSD-17672933	Vendi	19/5/2020 15:53	1.2247	20/5/2020 8:06	1.22248	6000	x20	6205.43	205.43
GBP/USD	GBPUSD-17674404	Vendi	19/5/2020 16:34	1.22468	20/5/2020 7:35	1.22267	4000	x50	4308.1	308.1
GBP/USD	GBPUSD-17675704	Vendi	19/5/2020 17:14	1.22566	19/5/2020 20:42	1.22367	50	x200	65.13	15.13
GBP/USD	GBPUSD-17666224	Vendi	19/5/2020 13:26	1.22425	19/5/2020 20:42	1.22355	6000	x50	6140.9	140.9
GBP/USD	GBPUSD-17678663	Vendi	19/5/2020 18:51	1.22914	19/5/2020 19:31	1.22683	50	x600	102.84	52.84
GBP/USD	GBPUSD-17672864	Vendi	19/5/2020 15:53	1.22483	19/5/2020 18:08	1.22677	500	x600	-	-
GBP/USD	GBPUSD-17677063	Vendi	19/5/2020 18:01	1.22634	19/5/2020 18:03	1.2262	2050	x500	2057.44	7.44
GBP/USD	GBPUSD-17675706	Compra	19/5/2020 17:14	1.22566	19/5/2020 17:58	1.22624	50	x200	53.63	3.63
GBP/USD	GBPUSD-17675616	Compra	19/5/2020 17:11	1.22551	19/5/2020 17:13	1.22567	2000	x200	2017.95	17.95
GBP/USD	GBPUSD-17675637	Compra	19/5/2020 17:11	1.22551	19/5/2020 17:13	1.22564	2000	x200	2008.15	8.15
GBP/USD	GBPUSD-17675160	Compra	19/5/2020 16:59	1.225	19/5/2020 17:03	1.22526	50	x600	53.79	3.79
GBP/USD	GBPUSD-17674323	Compra	19/5/2020 16:31	1.22512	19/5/2020 16:54	1.22533	3050	x600	3178.92	128.92
GBP/USD	GBPUSD-17674610	Compra	19/5/2020 16:41	1.22494	19/5/2020 16:50	1.22518	1500	x50	1507.65	7.65
GBP/USD	GBPUSD-17674277	Compra	19/5/2020 16:30	1.225	19/5/2020 16:30	-	4000	x600	-	-
GBP/USD	GBPUSD-17672917	Vendi	19/5/2020 15:58	1.22532	19/5/2020 16:01	1.225	6000	x200	6200.76	200.76
GBP/USD	GBPUSD-17672775	Vendi	19/5/2020 15:49	1.22465	19/5/2020 15:51	-	6000	x100	-	-
GBP/USD	GBPUSD-17672664	Vendi	19/5/2020 15:46	1.22442	19/5/2020 15:47	1.22419	6000	x100	6051.45	51.45
GBP/USD	GBPUSD-17671334	Vendi	19/5/2020 15:10	1.22465	19/5/2020 15:35	1.22422	6000	x50	6074.71	74.71
GBP/USD	GBPUSD-17669600	Vendi	19/5/2020 14:30	1.22542	19/5/2020 14:40	1.2245	2500	x200	2820.29	320.29
GBP/USD	GBPUSD-17669589	Compra	19/5/2020 14:30	1.22537	19/5/2020 14:32	1.22597	6000	x200	6455.37	455.37
GBP/USD	GBPUSD-17669473	Compra	19/5/2020 14:28	1.22559	19/5/2020 14:32	1.22601	6000	x50	6069.76	69.76
GBP/USD	GBPUSD-17669514	Compra	19/5/2020 14:29	1.22517	19/5/2020 14:31	1.22578	6000	x50	6113.86	113.86
GBP/USD	GBPUSD-17666308	Compra	19/5/2020 13:33	1.22399	19/5/2020 13:40	1.22447	6000	x50	6091.91	91.91
GBP/USD	GBPUSD-17665735	Compra	19/5/2020 13:14	1.22398	19/5/2020 13:26	1.22421	6000	x50	6030.63	30.63
GBP/USD	GBPUSD-17665874	Compra	19/5/2020 13:17	1.22335	19/5/2020 13:26	1.22424	6000	x50	6185.14	185.14
GBP/USD	GBPUSD-17665740	Vendi	19/5/2020 13:14	1.22386	19/5/2020 13:17	1.22343	6000	x50	6074.76	74.76
GBP/USD	GBPUSD-17665230	Vendi	19/5/2020 13:02	1.22396	19/5/2020 13:04	1.22323	6000	x50	6150.74	150.74
GBP/USD	GBPUSD-17665259	Vendi	19/5/2020 13:03	1.22375	19/5/2020 13:04	1.22322	6000	x600	7220.83	1220.83
GBP/USD	GBPUSD-17658950	Vendi	19/5/2020 10:10	1.22341	19/5/2020 12:12	1.22306	6000	x200	6210.88	210.88
GBP/USD	GBPUSD-17659633	Vendi	19/5/2020 10:32	1.2239	19/5/2020 12:11	1.22316	6000	x50	6150.74	150.74
GBP/USD	GBPUSD-17661378	Compra	19/5/2020 11:46	1.22379	19/5/2020 11:52	1.22397	6000	x50	6015.93	15.93
GBP/USD	GBPUSD-17662253	Vendi	19/5/2020 11:37	1.22451	19/5/2020 11:50	1.22364	6000	x50	6182.52	182.52
GBP/USD	GBPUSD-17661343	Vendi	19/5/2020 11:14	1.22425	19/5/2020 11:46	1.22384	6000	x50	6072.28	72.28
GBP/USD	GBPUSD-17661415	Vendi	19/5/2020 11:35	1.22502	19/5/2020 11:37	1.22466	6000	x200	6239.99	239.99
GBP/USD	GBPUSD-17662217	Vendi	19/5/2020 11:36	1.22495	19/5/2020 11:36	1.22468	6000	x500	6355.11	355.11
GBP/USD	GBPUSD-17660040	Vendi	19/5/2020 10:40	1.22491	19/5/2020 11:14	1.22428	6000	x50	6128.58	128.58
GBP/USD	GBPUSD-17660028	Compra	19/5/2020 10:40	1.2249	19/5/2020 10:44	1.22552	6000	x50	6123.68	123.68
GBP/USD	GBPUSD-17660092	Compra	19/5/2020 10:41	1.22504	19/5/2020 10:44	1.22552	4000	x200	4244.89	244.89
GBP/USD	GBPUSD-17660023	Vendi	19/5/2020 10:40	1.22503	19/5/2020 10:40	1.22489	6000	x50	6008.57	8.57
GBP/USD	GBPUSD-17659959	Compra	19/5/2020 10:39	1.22473	19/5/2020 10:39	1.22495	6000	x100	6056.33	56.33
GBP/USD	GBPUSD-17658834	Compra	19/5/2020 10:07	1.22394	19/5/2020 10:35	1.22413	6000	x100	6031.86	31.86
GBP/USD	GBPUSD-17658953	Compra	19/5/2020 10:10	1.22343	19/5/2020 10:28	1.2237	6000	x50	6035.55	35.55
GBP/USD	GBPUSD-17658909	Vendi	19/5/2020 10:09	1.22364	19/5/2020 10:10	1.22342	6000	x100	6056.38	56.38
GBP/USD	GBPUSD-17658828	Vendi	19/5/2020 10:07	1.22392	19/5/2020 10:09	1.22365	6000	x100	6071.08	71.08
GBP/USD	GBPUSD-17654727	Compra	19/5/2020 8:13	1.22351	19/5/2020 8:51	1.22404	6000	x100	6198.6	198.6
GBP/USD	GBPUSD-17654683	Compra	19/5/2020 8:12	1.22357	19/5/2020 8:48	1.22382	6000	x100	6071.1	71.1
GBP/USD	GBPUSD-17654597	Compra	19/5/2020 8:10	1.22411	19/5/2020 8:36	1.22216	4000	x600	-	-
GBP/USD	GBPUSD-17654691	Vendi	19/5/2020 8:12	1.22354	19/5/2020 8:21	1.22333	6000	x100	6046.58	46.58
GBP/USD	GBPUSD-17654582	Vendi	19/5/2020 8:10	1.22396	19/5/2020 8:12	1.22359	6000	x600	6779.43	779.43
GBP/USD	GBPUSD-17651884	Vendi	19/5/2020 6:45	1.2244	19/5/2020 8:09	1.22396	6000	x600	6823.26	823.26
GBP/USD	GBPUSD-17651901	Vendi	19/5/2020 6:46	1.22428	19/5/2020 7:17	1.22617	4000	x600	-	-
GBP/USD	GBPUSD-17651674	Compra	19/5/2020 6:38	1.22545	19/5/2020 6:55	1.22507	6000	x50	5875.14	-124.86
GBP/USD	GBPUSD-17651606	Compra	19/5/2020 6:36	1.22583	19/5/2020 6:54	1.22507	6000	x50	5783.41	-216.59
GBP/USD	GBPUSD-17651958	Compra	19/5/2020 6:47	1.22485	19/5/2020 6:48	1.22513	2000	x600	2146.95	146.95
GBP/USD	GBPUSD-17651930	Compra	19/5/2020 6:46	1.22445	19/5/2020 6:47	1.22461	2000	x600	2009.8	9.8
GBP/USD	GBPUSD-17651835	Vendi	19/5/2020 6:44	1.22483	19/5/2020 6:46	1.22443	6000	x50	6061.23	61.23
GBP/USD	GBPUSD-17651666	Vendi	19/5/2020 6:38	1.22535	19/5/2020 6:43	1.22492	6000	x50	6071	71
GBP/USD	GBPUSD-17650491	Vendi	19/5/2020 6:03	1.22071	19/5/2020 6:10	1.22301	500	x50	449.72	-50.28
GBP/USD	GBPUSD-17640990	Vendi	18/5/2020 19:36	1.21962	19/5/2020 3:06	1.21883	6050	x50	6225.36	175.36
GBP/USD	GBPUSD-17641280	Vendi	18/5/2020 19:43	1.21984	18/5/2020 19:45	1.21972	6000	x50	6015.98	15.98
GBP/USD	GBPUSD-17641275	Compra	18/5/2020 19:43	1.21977	18/5/2020 19:44	1.21983	6000	x50	6003.68	3.68
GBP/USD	GBPUSD-17632503	Compra	18/5/2020 16:09	1.21967	18/5/2020 19:38	1.21978	550	x50	551.46	1.46
GBP/USD	GBPUSD-17633079	Compra	18/5/2020 16:45	1.21799	18/5/2020 17:36	1.21963	500	x50	533.55	33.55
GBP/USD	GBPUSD-17626196	Vendi	18/5/2020 14:20	1.21883	18/5/2020 16:31	1.21856	550	x50	555.09	5.09
GBP/USD	GBPUSD-17566966	Compra	15/5/2020 17:15	1.21223	18/5/2020 16:11	1.21886	50	x5	51.34	1.34
GBP/USD	GBPUSD-17632514	Vendi	18/5/2020 16:10	1.21923	18/5/2020 16:10	1.21914	6050	x50	6066.76	16.76
GBP/USD	GBPUSD-17632454	Compra	18/5/2020 16:08	1.2197	18/5/2020 16:09	1.21984	6050	x50	6073.72	23.72
GBP/USD	GBPUSD-17632459	Vendi	18/5/2020 16:09	1.21972	18/5/2020 16:09	1.21956	6050	x50	6075.69	25.69
GBP/USD	GBPUSD-17632245	Compra	18/5/2020 16:04	1.21888	18/5/2020 16:06	1.21909	6050	x50	6095.72	45.72
GBP/USD	GBPUSD-17632331	Vendi	18/5/2020 16:06	1.21907	18/5/2020 16:06	1.2188	6050	x50	6105.68	55.68
GBP/USD	GBPUSD-17632269	Compra	18/5/2020 16:04	1.21889	18/5/2020 16:05	1.21913	6050	x50	6098.41	48.41
GBP/USD	GBPUSD-17632280	Vendi	18/5/2020 16:05	1.21897	18/5/2020 16:05	1.21892	5050	x50	5053.25	3.25
GBP/USD	GBPUSD-17632192	Vendi	18/5/2020 16:03	1.21897	18/5/2020 16:04	1.21887	6050	x50	6064.07	14.07
GBP/USD	GBPUSD-17628708	Vendi	18/5/2020 15:03	1.21945	18/5/2020 16:03	1.2189	50	x50	51.01	1.01
GBP/USD	GBPUSD-17632018	Vendi	18/5/2020 16:00	1.22087	18/5/2020 16:03	1.21897	6000	x50	6460.73	460.73
GBP/USD	GBPUSD-17631994	Compra	18/5/2020 15:59	1.22096	18/5/2020 16:00	1.22133	6050	x50	6128.63	78.63
GBP/USD	GBPUSD-17625490	Compra	18/5/2020 14:08	1.21817	18/5/2020 15:03	1.21948	50	x50	52.57	2.57
GBP/USD	GBPUSD-17626169	Compra	18/5/2020 14:19	1.21764	18/5/2020 15:03	1.2194	50	x50	53.45	3.45
GBP/USD	GBPUSD-17625475	Vendi	18/5/2020 14:08	1.21785	18/5/2020 14:19	1.21764	6050	x50	6089.11	39.11
GBP/USD	GBPUSD-17620485	Compra	18/5/2020 12:30	1.21731	18/5/2020 14:07	1.21814	6000	x50	6195.92	195.92
GBP/USD	GBPUSD-17620799	Compra	18/5/2020 12:37	1.21676	18/5/2020 14:07	1.21811	6000	x50	6316.82	316.82
GBP/USD	GBPUSD-17622188	Compra	18/5/2020 13:10	1.21672	18/5/2020 14:07	1.21829	6000	x50	6376.01	376.01
GBP/USD	GBPUSD-17620441	Vendi	18/5/2020 13:37	1.22002	18/5/2020 14:07	1.21847	6000	x50	6374.99	374.99
GBP/USD	GBPUSD-17620374	Compra	18/5/2020 12:38	1.21679	18/5/2020 13:10	1.2168	6050	x50	6047.01	-2.99
GBP/USD	GBPUSD-17621703	Compra	18/5/2020 13:00	1.21658	18/5/2020 13:09	1.21679	6000	x50	6033.29	33.29
GBP/USD	GBPUSD-17620858	Compra	18/5/2020 12:38	1.21655	18/5/2020 12:40	1.21674	6050	x50	6081.49	31.49
GBP/USD	GBPUSD-17620809	Vendi	18/5/2020 12:37	1.21675	18/5/2020 12:38	1.21648	6000	x50	6053.01	53.01
GBP/USD	GBPUSD-17620457	Compra	18/5/2020 12:30	1.21706	18/5/2020 12:30	1.21722	6000	x50	6030.81	30.81
GBP/USD	GBPUSD-17620468	Vendi	18/5/2020 12:30	1.21706	18/5/2020 12:30	1.21688	6000	x50	6035.74	35.74
GBP/USD	GBPUSD-17620207	Compra	18/5/2020 12:25	1.21637	18/5/2020 12:26	1.21654	6050	x50	6086.45	36.45
GBP/USD	GBPUSD-17619841	Vendi	18/5/2020 12:18	1.21584	18/5/2020 12:23	1.21572	6050	x50	6068.51	18.51
GBP/USD	GBPUSD-17619794	Compra	18/5/2020 12:17	1.21491	18/5/2020 12:18	1.21543	6000	x50	6117.29	117.29
GBP/USD	GBPUSD-17616219	Compra	18/5/2020 10:58	1.2125	18/5/2020 12:16	1.21516	50	x50	55.37	5.37
GBP/USD	GBPUSD-17615999	Compra	18/5/2020 10:52	1.21355	18/5/2020 12:16	1.21516	6050	x50	6435.18	385.18
GBP/USD	GBPUSD-17615609	Compra	18/5/2020 10:42	1.21371	18/5/2020 12:16	1.21516	6050	x50	6395.89	345.89
GBP/USD	GBPUSD-17615644	Compra	18/5/2020 10:43	1.21389	18/5/2020 12:16	1.21516	6050	x50	6360.31	310.31
GBP/USD	GBPUSD-17614702	Vendi	18/5/2020 10:16	1.21208	18/5/2020 11:08	1.2119	6050	x50	6082.18	32.18
GBP/USD	GBPUSD-17615579	Vendi	18/5/2020 10:42	1.21323	18/5/2020 11:07	1.21208	50	x50	52.29	2.29
GBP/USD	GBPUSD-17615384	Vendi	18/5/2020 10:37	1.21255	18/5/2020 11:07	1.21228	6050	x50	6111.45	61.45
GBP/USD	GBPUSD-17615842	Vendi	18/5/2020 10:47	1.21315	18/5/2020 10:56	1.21296	6050	x50	6080.98	30.98
GBP/USD	GBPUSD-17616009	Vendi	18/5/2020 10:52	1.21369	18/5/2020 10:56	1.21315	6050	x50	6170.61	120.61
GBP/USD	GBPUSD-17614347	Compra	18/5/2020 10:07	1.21227	18/5/2020 10:52	1.21355	20	x50	21.01	1.01
GBP/USD	GBPUSD-17614633	Compra	18/5/2020 10:14	1.21306	18/5/2020 10:50	1.21356	6050	x50	6164.01	114.01
GBP/USD	GBPUSD-17571860	Compra	15/5/2020 20:04	1.21188	18/5/2020 10:50	1.21323	50	x100	55.11	5.11
GBP/USD	GBPUSD-17615617	Vendi	18/5/2020 10:42	1.2136	18/5/2020 10:47	1.21304	6050	x50	6178.4	128.4
GBP/USD	GBPUSD-17615634	Vendi	18/5/2020 10:43	1.21389	18/5/2020 10:44	1.2137	6050	x50	6088.23	38.23
GBP/USD	GBPUSD-17614694	Compra	18/5/2020 10:16	1.21256	18/5/2020 10:42	1.21329	50	x50	51.39	1.39
GBP/USD	GBPUSD-17614698	Compra	18/5/2020 10:16	1.21256	18/5/2020 10:42	1.21321	50	x50	51.24	1.24
GBP/USD	GBPUSD-17615377	Compra	18/5/2020 10:36	1.21288	18/5/2020 10:41	1.21322	6050	x50	6121.16	71.16
GBP/USD	GBPUSD-17615411	Compra	18/5/2020 10:37	1.21259	18/5/2020 10:39	1.21289	6050	x50	6110.99	60.99
GBP/USD	GBPUSD-17614414	Compra	18/5/2020 10:09	1.2129	18/5/2020 10:36	1.213	2500	x500	2556.68	56.68
GBP/USD	GBPUSD-17614385	Vendi	18/5/2020 10:08	1.21272	18/5/2020 10:16	1.2125	2500	x500	2659.76	159.76
GBP/USD	GBPUSD-17614624	Vendi	18/5/2020 10:14	1.21269	18/5/2020 10:16	1.21245	6050	x200	6225.35	175.35
GBP/USD	GBPUSD-17614407	Vendi	18/5/2020 10:09	1.21285	18/5/2020 10:12	1.2128	2500	x500	2463.92	-36.08
GBP/USD	GBPUSD-17613447	Compra	18/5/2020 9:45	1.21113	18/5/2020 10:06	1.21247	50	x20	51.05	1.05
GBP/USD	GBPUSD-17613114	Vendi	18/5/2020 9:36	1.2108	18/5/2020 9:58	1.21278	50	x600	-	-
GBP/USD	GBPUSD-17613120	Compra	18/5/2020 9:36	1.2108	18/5/2020 9:45	1.21123	50	x600	59.53	9.53
GBP/USD	GBPUSD-17612472	Vendi	18/5/2020 9:19	1.2115	18/5/2020 9:36	1.21079	50	x200	55.48	5.48
Bitcoin	Bitcoin-17612430	Compra	18/5/2020 9:16	9610	18/5/2020 9:16	-	50	x20	-	-
Bitcoin	Bitcoin-17590454	Compra	18/5/2020 8:48	9457.25	18/5/2020 9:11	9587.01	20	x20	24.41	4.41
Bitcoin	Bitcoin-17606192	Vendi	18/5/2020 5:56	9866.75	18/5/2020 9:11	9583.01	20	x10	25.52	5.52
Bitcoin	Bitcoin-17590513	Vendi	17/5/2020 10:03	9693.24	18/5/2020 8:48	9513.25	300	x20	390	90
Bitcoin	Bitcoin-17591147	Vendi	17/5/2020 10:37	9704.38	18/5/2020 8:48	9538.25	120	x20	156	36
Bitcoin	Bitcoin-17590455	Vendi	17/5/2020 9:29	9709.6	18/5/2020 8:48	9545	220	x20	286	66
Bitcoin	Bitcoin-17591136	Vendi	17/5/2020 12:05	9721.2	18/5/2020 8:48	9555.75	220	x20	286	66
Bitcoin	Bitcoin-17593102	Vendi	17/5/2020 13:30	9739	18/5/2020 8:48	9570.75	120	x20	156	36
GBP/USD	GBPUSD-17571807	Compra	15/5/2020 20:02	1.21197	18/5/2020 8:08	1.21231	6000	x50	6056.7	56.7
Bitcoin	Bitcoin-17593098	Compra	17/5/2020 22:00	9701.25	18/5/2020 1:15	9870.76	200	x20	255.38	55.38
Dash	DSHUSD-17596950	Vendi	17/5/2020 18:57	75.97	18/5/2020 1:10	76.58	50	x20	34.99	-15.01
Dash	DSHUSD-17590536	Vendi	17/5/2020 9:37	76.47	17/5/2020 20:50	75.7	250	x20	262.47	12.47
Dash	DSHUSD-17593499	Vendi	17/5/2020 14:05	76.37	17/5/2020 20:40	75.69	100	x20	104.84	4.84
Bitcoin	Bitcoin-17596959	Vendi	17/5/2020 18:58	9746.34	17/5/2020 20:40	9733.75	1050	x20	1053.8	3.8
Bitcoin	Bitcoin-17596970	Vendi	17/5/2020 19:32	9764.76	17/5/2020 20:40	9733.75	50	x20	51.28	1.28
Bitcoin	Bitcoin-17596947	Compra	17/5/2020 18:57	9757.33	17/5/2020 19:04	9750.76	550	x20	528.71	-21.29
Dash	DSHUSD-17593873	Vendi	17/5/2020 14:40	76.81	17/5/2020 18:56	75.97	50	x20	52.6	2.6
Bitcoin	Bitcoin-17593784	Vendi	17/5/2020 14:49	9764.07	17/5/2020 18:27	9734.75	550	x20	565	15
Dash	DSHUSD-17579123	Compra	16/5/2020 10:17	73.72	17/5/2020 14:40	76.81	20	x1	20.66	0.66
Dash	DSHUSD-17593506	Compra	17/5/2020 14:05	76.37	17/5/2020 14:40	76.8	100	x20	98.03	-1.97
Bitcoin	Bitcoin-17579113	Compra	16/5/2020 10:16	9375.51	17/5/2020 14:33	9757.75	20	x1	20.76	0.76
Bitcoin	Bitcoin-17593488	Compra	17/5/2020 14:05	9739.01	17/5/2020 14:30	9774	200	x20	208.84	8.84
Dash	DSHUSD-17590530	Compra	17/5/2020 9:37	75.8	17/5/2020 14:05	76.38	50	x20	51.58	1.58
Bitcoin	Bitcoin-17589602	Compra	17/5/2020 8:09	9523.5	17/5/2020 13:31	9730.01	20	x5	22.03	2.03
Bitcoin	Bitcoin-17590516	Compra	17/5/2020 9:36	9500.01	17/5/2020 13:31	9734.01	20	x20	29.21	9.21
Bitcoin	Bitcoin-17591142	Compra	17/5/2020 10:36	9523.08	17/5/2020 13:18	9715.51	120	x20	164.52	44.52
Bitcoin	Bitcoin-17581044	Compra	16/5/2020 13:21	9413.77	17/5/2020 6:51	9540.25	130	x20	158.2	28.2
Bitcoin	Bitcoin-17583272	Compra	16/5/2020 17:53	9309.65	17/5/2020 6:51	9540.75	50	x10	61.11	11.11
Bitcoin	Bitcoin-17581029	Compra	16/5/2020 13:05	9500.38	17/5/2020 2:16	9550	570	x20	600	30
Bitcoin	Bitcoin-17581853	Compra	16/5/2020 14:36	9432.62	17/5/2020 0:31	9479	1050	x10	1076	26
Bitcoin	Bitcoin-17581866	Compra	16/5/2020 14:36	9432.62	17/5/2020 0:31	9461.25	550	x20	555.5	5.5
Bitcoin	Bitcoin-17582567	Compra	16/5/2020 15:43	9379.2	16/5/2020 22:52	9422.26	850	x10	867.89	17.89
Bitcoin	Bitcoin-17581183	Compra	16/5/2020 13:22	9375.05	16/5/2020 21:06	9411.76	1050	x20	1075	25
Bitcoin	Bitcoin-17582505	Compra	16/5/2020 15:43	9374.6	16/5/2020 21:06	9408.26	170	x20	173.73	3.73
Bitcoin	Bitcoin-17582634	Vendi	16/5/2020 15:49	9334.01	16/5/2020 18:46	9280.75	20	x20	21.48	1.48
Bitcoin	Bitcoin-17583265	Vendi	16/5/2020 16:41	9326.2	16/5/2020 18:46	9279.5	550	x10	566.26	16.26
Bitcoin	Bitcoin-17582611	Compra	16/5/2020 15:47	9371.31	16/5/2020 17:07	9398.01	520	x20	525.2	5.2
Bitcoin	Bitcoin-17582641	Vendi	16/5/2020 15:49	9364.69	16/5/2020 16:40	9336.5	1520	x20	1546.16	26.16
Bitcoin	Bitcoin-17581378	Vendi	16/5/2020 13:34	9434.76	16/5/2020 15:47	9365.25	20	x10	21.08	1.08
Bitcoin	Bitcoin-17579807	Vendi	16/5/2020 11:17	9428.25	16/5/2020 15:37	9386	50	x20	52.57	2.57
Bitcoin	Bitcoin-17581704	Vendi	16/5/2020 14:10	9473.34	16/5/2020 14:26	9446.75	520	x10	525.73	5.73
Bitcoin	Bitcoin-17580926	Compra	16/5/2020 13:22	9453.9	16/5/2020 14:13	9486.5	1020	x20	1049.45	29.45
Bitcoin	Bitcoin-17581374	Compra	16/5/2020 13:34	9441.33	16/5/2020 14:10	9476.75	550	x10	562.45	12.45
Bitcoin	Bitcoin-17580942	Compra	16/5/2020 12:58	9469.26	16/5/2020 13:03	9503.76	50	x20	51.84	1.84
Bitcoin	Bitcoin-17577516	Compra	16/5/2020 7:39	9440.51	16/5/2020 12:55	9481.01	50	x20	52.63	2.63
Bitcoin	Bitcoin-17577532	Compra	16/5/2020 7:49	9420.51	16/5/2020 12:55	9480.51	50	x20	54.5	4.5
Bitcoin	Bitcoin-17579813	Compra	16/5/2020 11:17	9431.75	16/5/2020 12:54	9476.51	50	x10	51.42	1.42
Bitcoin	Bitcoin-17579239	Compra	16/5/2020 11:50	9379.5	16/5/2020 12:53	9477.76	50	x20	58.18	8.18
XRP	XRPUSD-17575259	Compra	16/5/2020 0:35	0.195	16/5/2020 10:18	-	500	x20	-	-
Bitcoin	Bitcoin-17575172	Vendi	16/5/2020 4:59	9500.01	16/5/2020 5:14	9529.01	500	x20	453.98	-46.02
GBP/USD	GBPUSD-17571735	Vendi	15/5/2020 20:00	1.2115	15/5/2020 20:20	1.21111	6000	x50	6079.24	79.24
GBP/USD	GBPUSD-17571935	Vendi	15/5/2020 20:07	1.21159	15/5/2020 20:19	1.21132	6000	x100	6089.13	89.13
GBP/USD	GBPUSD-17571749	Vendi	15/5/2020 20:00	1.21163	15/5/2020 20:14	1.21146	6000	x200	6089.13	89.13
